json_data,list-card-link href,list-card-addr,list-card-type,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-variable-text,list-card-link src,list-card-save-content,list-card-truncate
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6260 99th St Apt 1612, Rego Park, NY 11374"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6260 99th St APT 1612"",""addressLocality"":""Rego Park"",""addressRegion"":""NY"",""postalCode"":""11374""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.733428,""longitude"":-73.857738},""url"":""/homedetails/6260-99th-St-APT-1612-Rego-Park-NY-11374/2141977079_zpid/""}",https://www.zillow.com/homedetails/6260-99th-St-APT-1612-Rego-Park-NY-11374/2141977079_zpid/,"6260 99th St APT 1612, Rego Park, NY 11374",Apartment for rent,"$3,162/mo",3,bds,2,ba,--,sqft,16 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Citi Habitats
,"https://www.zillow.com/b/6260-99th-St-Rego-Park-NY/40.732967,-73.857946_ll/","6260 99th St, Rego Park, NY",For Rent,,"$2,208",1 bd,"$2,423+",2 bds,"$2,999",3 bds,16 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
,https://www.zillow.com/b/6395-austin-st-rego-park-ny-5YG8C6/,"6395 Austin St, Rego Park, NY",For Rent,,"$1,850",1 bd,"$2,200",2 bds,,,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13814 Elder Ave Fl 3, Flushing, NY 11355"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13814 Elder Ave FL 3"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11355""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.751916,""longitude"":-73.823597},""url"":""/homedetails/13814-Elder-Ave-FL-3-Flushing-NY-11355/2082892761_zpid/""}",https://www.zillow.com/homedetails/13814-Elder-Ave-FL-3-Flushing-NY-11355/2082892761_zpid/,"13814 Elder Ave FL 3, Flushing, NY 11355",Apartment for rent,"$2,200/mo",3,bds,1.5,ba,"1,200",sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Martense Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Martense Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74139,""longitude"":-73.85519},""url"":""/homedetails/Martense-Ave-Corona-NY-11368/2082842813_zpid/""}",https://www.zillow.com/homedetails/Martense-Ave-Corona-NY-11368/2082842813_zpid/,"Martense Ave, Corona, NY 11368",Apartment for rent,"$1,799/mo",1,bd,1,ba,--,sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6010 172nd St, Flushing, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,280""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6010 172nd St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.738741,""longitude"":-73.797541},""url"":""/homedetails/6010-172nd-St-Flushing-NY-11365/32073563_zpid/""}",https://www.zillow.com/homedetails/6010-172nd-St-Flushing-NY-11365/32073563_zpid/,"6010 172nd St, Flushing, NY 11365",Apartment for rent,"$2,200/mo",3,bds,2,ba,"1,280",sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Parkview Realty LLC
,"https://www.zillow.com/b/7925-150th-St-Flushing-NY/40.719146,-73.812772_ll/","7925 150th St, Flushing, NY",For Rent,,"$1,650",Studio,"$1,950+",1 bd,,,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11011 72nd Ave Apt 2h, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11011 72nd Ave APT 2H"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72098,""longitude"":-73.84085},""url"":""/homedetails/11011-72nd-Ave-APT-2H-Forest-Hills-NY-11375/79511514_zpid/""}",https://www.zillow.com/homedetails/11011-72nd-Ave-APT-2H-Forest-Hills-NY-11375/79511514_zpid/,"11011 72nd Ave APT 2H, Forest Hills, NY 11375",Apartment for rent,"$2,300/mo",1,bd,1,ba,"1,000",sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Gotham West Realty LLC
,https://www.zillow.com/b/the-maple-queens-ny-5Y2s3q/,"The Maple | 10240 62nd Ave, Forest Hills, NY",The Maple,,"$1,861",1 bd,"$2,368",2 bds,,,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Garden, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""572""},""numberOfRooms"":0,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Garden"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735215,""longitude"":-73.851107},""url"":""/homedetails/Garden-Forest-Hills-NY-11375/2108426890_zpid/""}",https://www.zillow.com/homedetails/6260-108th-St-APT-2M-Forest-Hills-NY-11375/2108426890_zpid/,"6260 108th St APT 2M, Forest Hills, NY 11375",Apartment for rent,"$1,742/mo",Studio,ba,1,sqft,572,,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Realty Operations Group
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""196-36 69ave # 2, Queens, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""196-36 69ave # 2"",""addressLocality"":""Queens"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7392,""longitude"":-73.7924},""url"":""/homedetails/196-36-69ave-2-Queens-NY-11365/2088562334_zpid/""}",https://www.zillow.com/homedetails/196-36-69ave-2-Queens-NY-11365/2088562334_zpid/,"196-36 69ave # 2, Queens, NY 11365",Apartment for rent,"$1,750/mo",1,bd,1,ba,800,sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Metro Garden Realty
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11020 71st Ave Apt 414, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11020 71st Ave APT 414"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72231,""longitude"":-73.84153},""url"":""/homedetails/11020-71st-Ave-APT-414-Forest-Hills-NY-11375/245376749_zpid/""}",https://www.zillow.com/homedetails/11020-71st-Ave-APT-414-Forest-Hills-NY-11375/245376749_zpid/,"11020 71st Ave APT 414, Forest Hills, NY 11375",Apartment for rent,"$2,000/mo",1,bd,1,ba,700,sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Metro Garden Realty NYC
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""41st Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""41st Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.7494,""longitude"":-73.85788},""url"":""/homedetails/41st-Ave-Corona-NY-11368/2091700472_zpid/""}",https://www.zillow.com/homedetails/41st-Ave-Corona-NY-11368/2091700472_zpid/,"41st Ave, Corona, NY 11368",Apartment for rent,"$2,100/mo",2,bds,1,ba,--,sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""170th St, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""170th St"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73656,""longitude"":-73.79922},""url"":""/homedetails/170th-St-Fresh-Meadows-NY-11365/2082851571_zpid/""}",https://www.zillow.com/homedetails/170th-St-Fresh-Meadows-NY-11365/2082851571_zpid/,"170th St, Fresh Meadows, NY 11365",Apartment for rent,"$2,275/mo",2,bds,1,ba,--,sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Carollo Realty & Management
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5915 Van Doren St # 3fl, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5915 Van Doren St # 3FL"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.739275,""longitude"":-73.849807},""url"":""/homedetails/5915-Van-Doren-St-3FL-Corona-NY-11368/2082852247_zpid/""}",https://www.zillow.com/homedetails/5915-Van-Doren-St-3FL-Corona-NY-11368/2082852247_zpid/,"5915 Van Doren St # 3FL, Corona, NY 11368",Apartment for rent,"$2,400/mo",3,bds,2,ba,"1,100",sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""72nd Dr, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""940""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""72nd Dr"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72592,""longitude"":-73.8191},""url"":""/homedetails/72nd-Dr-Flushing-NY-11367/2082852560_zpid/""}",https://www.zillow.com/homedetails/72nd-Dr-Flushing-NY-11367/2082852560_zpid/,"72nd Dr, Flushing, NY 11367",Apartment for rent,"$2,000/mo",2,bds,1,ba,940,sqft,17 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4800 104th St # 3fl, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":5,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4800 104th St # 3FL"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.744691,""longitude"":-73.859021},""url"":""/homedetails/4800-104th-St-3FL-Corona-NY-11368/2082855514_zpid/""}",https://www.zillow.com/homedetails/4800-104th-St-3FL-Corona-NY-11368/2082855514_zpid/,"4800 104th St # 3FL, Corona, NY 11368",Apartment for rent,"$3,850/mo",5,bds,1,ba,--,sqft,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7238 113th St # 3le, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7238 113th St # 3LE"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724636,""longitude"":-73.839419},""url"":""/homedetails/7238-113th-St-3LE-Forest-Hills-NY-11375/2082856946_zpid/""}",https://www.zillow.com/homedetails/7238-113th-St-3LE-Forest-Hills-NY-11375/2082856946_zpid/,"7238 113th St # 3LE, Forest Hills, NY 11375",Apartment for rent,"$2,675/mo",2,bds,1,ba,"1,200",sqft,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,Madison Realty
,"https://www.zillow.com/b/10210-Queens-Blvd-Flushing-NY/40.72607,-73.85153_ll/","10210 Queens Blvd, Flushing, NY",For Rent,,"$1,795",Studio,"$2,250",1 bd,,,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5968 Fresh Meadow Ln # 2, Fresh Meadows, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":4,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5968 Fresh Meadow Ln # 2"",""addressLocality"":""Fresh Meadows"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.738781,""longitude"":-73.79678},""url"":""/homedetails/5968-Fresh-Meadow-Ln-2-Fresh-Meadows-NY-11365/2082857628_zpid/""}",https://www.zillow.com/homedetails/5968-Fresh-Meadow-Ln-2-Fresh-Meadows-NY-11365/2082857628_zpid/,"5968 Fresh Meadow Ln # 2, Fresh Meadows, NY 11365",Apartment for rent,"$3,500/mo",4,bds,2,ba,--,sqft,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,AMPM Property Group
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Martense Ave, Corona, NY 11368"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":1,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Martense Ave"",""addressLocality"":""Corona"",""addressRegion"":""NY"",""postalCode"":""11368""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.74139,""longitude"":-73.85519},""url"":""/homedetails/Martense-Ave-Corona-NY-11368/2082858940_zpid/""}",https://www.zillow.com/homedetails/Martense-Ave-Corona-NY-11368/2082858940_zpid/,"Martense Ave, Corona, NY 11368",Apartment for rent,"$1,800/mo",1,bd,1,ba,--,sqft,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14413 76th Rd # 2, Flushing, NY 11367"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14413 76th Rd # 2"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11367""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722401,""longitude"":-73.818853},""url"":""/homedetails/14413-76th-Rd-2-Flushing-NY-11367/2082894083_zpid/""}",https://www.zillow.com/homedetails/14413-76th-Rd-2-Flushing-NY-11367/2082894083_zpid/,"14413 76th Rd # 2, Flushing, NY 11367",Apartment for rent,"$2,350/mo",2,bds,1,ba,900,sqft,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home,
,"https://www.zillow.com/b/6945-108th-St-Flushing-NY/40.7243,-73.84515_ll/","6945 108th St, Flushing, NY",For Rent,,"$3,290",Studio,"$3,495",2 bds,,,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
,"https://www.zillow.com/b/13735-Elder-Ave-Flushing-NY/40.74869,-73.823121_ll/","13735 Elder Ave, Flushing, NY",For Rent,,"$2,000",1 bd,"$2,850",2 bds,"$3,900",3 bds,18 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""15819 76th Ave # 2fl, Flushing, NY 11366"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""15819 76th Ave # 2FL"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11366""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725397,""longitude"":-73.809969},""url"":""/homedetails/15819-76th-Ave-2FL-Flushing-NY-11366/2082861288_zpid/""}",https://www.zillow.com/homedetails/15819-76th-Ave-2FL-Flushing-NY-11366/2082861288_zpid/,"15819 76th Ave # 2FL, Flushing, NY 11366",Apartment for rent,"$2,000/mo",3,bds,1,ba,--,sqft,18 days ago,https://photos.zillowstatic.com/p_e/IS768s1heqspjg1000000000.jpg,Save this home,Tyme Realty Corp
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""165th St, Flushing, NY 11365"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""numberOfRooms"":3,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""165th St"",""addressLocality"":""Flushing"",""addressRegion"":""NY"",""postalCode"":""11365""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73674,""longitude"":-73.80372},""url"":""/homedetails/165th-St-Flushing-NY-11365/2082861642_zpid/""}",https://www.zillow.com/homedetails/165th-St-Flushing-NY-11365/2082861642_zpid/,"165th St, Flushing, NY 11365",Apartment for rent,"$2,500/mo",3,bds,2,ba,"1,100",sqft,18 days ago,https://photos.zillowstatic.com/p_e/IS7ippstwsa6tq1000000000.jpg,Save this home,Mayflower Realty Associates Inc.
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7272 112th St Apt 6a, Forest Hills, NY 11375"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,250""},""numberOfRooms"":2,""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7272 112th St APT 6A"",""addressLocality"":""Forest Hills"",""addressRegion"":""NY"",""postalCode"":""11375""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.719865,""longitude"":-73.838181},""url"":""/homedetails/7272-112th-St-APT-6A-Forest-Hills-NY-11375/2101538905_zpid/""}",https://www.zillow.com/homedetails/7272-112th-St-APT-6A-Forest-Hills-NY-11375/2101538905_zpid/,"7272 112th St APT 6A, Forest Hills, NY 11375",Apartment for rent,"$2,700/mo",2,bds,1,ba,"1,250",sqft,18 days ago,https://photos.zillowstatic.com/p_e/IS7emsplzz9myc0000000000.jpg,Save this home,Chartwell F.H. Realty
